k=8 : a=4, b=60, c=56, length = 240, b == a+c - True, <lcm - True
k=8 : a=280, b=300, c=20, length = 1200, b == a+c - True, <lcm - True
k=8 : a=61, b=301, c=240, length = 1204, b == a+c - True, <lcm - True
k=8 : a=120, b=301, c=181, length = 1204, b == a+c - True, <lcm - True
k=8 : a=181, b=301, c=120, length = 1204, b == a+c - True, <lcm - True
k=8 : a=240, b=301, c=61, length = 1204, b == a+c - True, <lcm - True
k=8 : a=120, b=302, c=182, length = 1208, b == a+c - True, <lcm - True
k=8 : a=182, b=302, c=120, length = 1208, b == a+c - True, <lcm - True
k=8 : a=63, b=303, c=240, length = 1212, b == a+c - True, <lcm - True
k=8 : a=240, b=303, c=63, length = 1212, b == a+c - True, <lcm - True
k=8 : a=96, b=306, c=210, length = 1224, b == a+c - True, <lcm - True
k=8 : a=210, b=306, c=96, length = 1224, b == a+c - True, <lcm - True
k=8 : a=8, b=308, c=300, length = 1232, b == a+c - True, <lcm - True
k=8 : a=60, b=308, c=248, length = 1232, b == a+c - True, <lcm - True
k=8 : a=68, b=308, c=240, length = 1232, b == a+c - True, <lcm - True
k=8 : a=120, b=308, c=188, length = 1232, b == a+c - True, <lcm - True
k=8 : a=128, b=308, c=180, length = 1232, b == a+c - True, <lcm - True
k=8 : a=180, b=308, c=128, length = 1232, b == a+c - True, <lcm - True
k=8 : a=188, b=308, c=120, length = 1232, b == a+c - True, <lcm - True
k=8 : a=240, b=308, c=68, length = 1232, b == a+c - True, <lcm - True
k=8 : a=248, b=308, c=60, length = 1232, b == a+c - True, <lcm - True
k=8 : a=300, b=308, c=8, length = 1232, b == a+c - True, <lcm - True
k=8 : a=120, b=309, c=189, length = 1236, b == a+c - True, <lcm - True
k=8 : a=189, b=309, c=120, length = 1236, b == a+c - True, <lcm - True
k=8 : a=70, b=310, c=240, length = 1240, b == a+c - True, <lcm - True
k=8 : a=240, b=310, c=70, length = 1240, b == a+c - True, <lcm - True
k=8 : a=42, b=312, c=270, length = 1248, b == a+c - True, <lcm - True
k=8 : a=60, b=312, c=252, length = 1248, b == a+c - True, <lcm - True
k=8 : a=102, b=312, c=210, length = 1248, b == a+c - True, <lcm - True
k=8 : a=210, b=312, c=102, length = 1248, b == a+c - True, <lcm - True
k=8 : a=252, b=312, c=60, length = 1248, b == a+c - True, <lcm - True
k=8 : a=270, b=312, c=42, length = 1248, b == a+c - True, <lcm - True
k=8 : a=75, b=315, c=240, length = 1260, b == a+c - True, <lcm - True
k=8 : a=120, b=315, c=195, length = 1260, b == a+c - True, <lcm - True
k=8 : a=195, b=315, c=120, length = 1260, b == a+c - True, <lcm - True
k=8 : a=240, b=315, c=75, length = 1260, b == a+c - True, <lcm - True
k=8 : a=120, b=316, c=196, length = 1264, b == a+c - True, <lcm - True
k=8 : a=196, b=316, c=120, length = 1264, b == a+c - True, <lcm - True
k=8 : a=77, b=317, c=240, length = 1268, b == a+c - True, <lcm - True
k=8 : a=240, b=317, c=77, length = 1268, b == a+c - True, <lcm - True
k=8 : a=150, b=318, c=168, length = 1272, b == a+c - True, <lcm - True
k=8 : a=168, b=318, c=150, length = 1272, b == a+c - True, <lcm - True
k=8 : a=140, b=320, c=180, length = 1280, b == a+c - True, <lcm - True
k=8 : a=180, b=320, c=140, length = 1280, b == a+c - True, <lcm - True
k=8 : a=82, b=322, c=240, length = 1288, b == a+c - True, <lcm - True
k=8 : a=120, b=322, c=202, length = 1288, b == a+c - True, <lcm - True
k=8 : a=202, b=322, c=120, length = 1288, b == a+c - True, <lcm - True
k=8 : a=240, b=322, c=82, length = 1288, b == a+c - True, <lcm - True
k=8 : a=120, b=323, c=203, length = 1292, b == a+c - True, <lcm - True
k=8 : a=203, b=323, c=120, length = 1292, b == a+c - True, <lcm - True
k=8 : a=84, b=324, c=240, length = 1296, b == a+c - True, <lcm - True
k=8 : a=240, b=324, c=84, length = 1296, b == a+c - True, <lcm - True
k=8 : a=28, b=328, c=300, length = 1312, b == a+c - True, <lcm - True
k=8 : a=300, b=328, c=28, length = 1312, b == a+c - True, <lcm - True
k=8 : a=89, b=329, c=240, length = 1316, b == a+c - True, <lcm - True
k=8 : a=120, b=329, c=209, length = 1316, b == a+c - True, <lcm - True
k=8 : a=209, b=329, c=120, length = 1316, b == a+c - True, <lcm - True
k=8 : a=240, b=329, c=89, length = 1316, b == a+c - True, <lcm - True
k=8 : a=42, b=330, c=288, length = 1320, b == a+c - True, <lcm - True
k=8 : a=120, b=330, c=210, length = 1320, b == a+c - True, <lcm - True
k=8 : a=162, b=330, c=168, length = 1320, b == a+c - True, <lcm - True
k=8 : a=168, b=330, c=162, length = 1320, b == a+c - True, <lcm - True
k=8 : a=210, b=330, c=120, length = 1320, b == a+c - True, <lcm - True
k=8 : a=288, b=330, c=42, length = 1320, b == a+c - True, <lcm - True
k=8 : a=91, b=331, c=240, length = 1324, b == a+c - True, <lcm - True
k=8 : a=240, b=331, c=91, length = 1324, b == a+c - True, <lcm - True
k=8 : a=6, b=336, c=330, length = 1344, b == a+c - True, <lcm - True
k=8 : a=30, b=336, c=306, length = 1344, b == a+c - True, <lcm - True
k=8 : a=36, b=336, c=300, length = 1344, b == a+c - True, <lcm - True
k=8 : a=60, b=336, c=276, length = 1344, b == a+c - True, <lcm - True
k=8 : a=66, b=336, c=270, length = 1344, b == a+c - True, <lcm - True
k=8 : a=90, b=336, c=246, length = 1344, b == a+c - True, <lcm - True
k=8 : a=96, b=336, c=240, length = 1344, b == a+c - True, <lcm - True
k=8 : a=120, b=336, c=216, length = 1344, b == a+c - True, <lcm - True
k=8 : a=126, b=336, c=210, length = 1344, b == a+c - True, <lcm - True
k=8 : a=150, b=336, c=186, length = 1344, b == a+c - True, <lcm - True
k=8 : a=156, b=336, c=180, length = 1344, b == a+c - True, <lcm - True
k=8 : a=180, b=336, c=156, length = 1344, b == a+c - True, <lcm - True
k=8 : a=186, b=336, c=150, length = 1344, b == a+c - True, <lcm - True
k=8 : a=210, b=336, c=126, length = 1344, b == a+c - True, <lcm - True
k=8 : a=216, b=336, c=120, length = 1344, b == a+c - True, <lcm - True
k=8 : a=240, b=336, c=96, length = 1344, b == a+c - True, <lcm - True
k=8 : a=246, b=336, c=90, length = 1344, b == a+c - True, <lcm - True
k=8 : a=270, b=336, c=66, length = 1344, b == a+c - True, <lcm - True
k=8 : a=276, b=336, c=60, length = 1344, b == a+c - True, <lcm - True
k=8 : a=300, b=336, c=36, length = 1344, b == a+c - True, <lcm - True
k=8 : a=306, b=336, c=30, length = 1344, b == a+c - True, <lcm - True
k=8 : a=330, b=336, c=6, length = 1344, b == a+c - True, <lcm - True
k=8 : a=120, b=337, c=217, length = 1348, b == a+c - True, <lcm - True
k=8 : a=217, b=337, c=120, length = 1348, b == a+c - True, <lcm - True
k=8 : a=98, b=338, c=240, length = 1352, b == a+c - True, <lcm - True
k=8 : a=240, b=338, c=98, length = 1352, b == a+c - True, <lcm - True
k=8 : a=60, b=340, c=280, length = 1360, b == a+c - True, <lcm - True
k=8 : a=280, b=340, c=60, length = 1360, b == a+c - True, <lcm - True
k=8 : a=103, b=343, c=240, length = 1372, b == a+c - True, <lcm - True
k=8 : a=120, b=343, c=223, length = 1372, b == a+c - True, <lcm - True
k=8 : a=223, b=343, c=120, length = 1372, b == a+c - True, <lcm - True
k=8 : a=240, b=343, c=103, length = 1372, b == a+c - True, <lcm - True
k=8 : a=120, b=344, c=224, length = 1376, b == a+c - True, <lcm - True
k=8 : a=224, b=344, c=120, length = 1376, b == a+c - True, <lcm - True
k=8 : a=105, b=345, c=240, length = 1380, b == a+c - True, <lcm - True
k=8 : a=240, b=345, c=105, length = 1380, b == a+c - True, <lcm - True
k=8 : a=168, b=348, c=180, length = 1392, b == a+c - True, <lcm - True
k=8 : a=180, b=348, c=168, length = 1392, b == a+c - True, <lcm - True
k=8 : a=110, b=350, c=240, length = 1400, b == a+c - True, <lcm - True
k=8 : a=120, b=350, c=230, length = 1400, b == a+c - True, <lcm - True
k=8 : a=230, b=350, c=120, length = 1400, b == a+c - True, <lcm - True
k=8 : a=240, b=350, c=110, length = 1400, b == a+c - True, <lcm - True
k=8 : a=120, b=351, c=231, length = 1404, b == a+c - True, <lcm - True
k=8 : a=231, b=351, c=120, length = 1404, b == a+c - True, <lcm - True
k=8 : a=112, b=352, c=240, length = 1408, b == a+c - True, <lcm - True
k=8 : a=240, b=352, c=112, length = 1408, b == a+c - True, <lcm - True
k=8 : a=144, b=354, c=210, length = 1416, b == a+c - True, <lcm - True
k=8 : a=210, b=354, c=144, length = 1416, b == a+c - True, <lcm - True
k=8 : a=56, b=356, c=300, length = 1424, b == a+c - True, <lcm - True
k=8 : a=300, b=356, c=56, length = 1424, b == a+c - True, <lcm - True
k=8 : a=117, b=357, c=240, length = 1428, b == a+c - True, <lcm - True
k=8 : a=120, b=357, c=237, length = 1428, b == a+c - True, <lcm - True
k=8 : a=237, b=357, c=120, length = 1428, b == a+c - True, <lcm - True
k=8 : a=240, b=357, c=117, length = 1428, b == a+c - True, <lcm - True
k=8 : a=120, b=358, c=238, length = 1432, b == a+c - True, <lcm - True
k=8 : a=238, b=358, c=120, length = 1432, b == a+c - True, <lcm - True
k=8 : a=119, b=359, c=240, length = 1436, b == a+c - True, <lcm - True
k=8 : a=240, b=359, c=119, length = 1436, b == a+c - True, <lcm - True
k=8 : a=3, b=360, c=357, length = 1440, b == a+c - True, <lcm - True
k=8 : a=7, b=360, c=353, length = 1440, b == a+c - True, <lcm - True
k=8 : a=10, b=360, c=350, length = 1440, b == a+c - True, <lcm - True
k=8 : a=14, b=360, c=346, length = 1440, b == a+c - True, <lcm - True
k=8 : a=17, b=360, c=343, length = 1440, b == a+c - True, <lcm - True
k=8 : a=21, b=360, c=339, length = 1440, b == a+c - True, <lcm - True
k=8 : a=24, b=360, c=336, length = 1440, b == a+c - True, <lcm - True
k=8 : a=28, b=360, c=332, length = 1440, b == a+c - True, <lcm - True
k=8 : a=31, b=360, c=329, length = 1440, b == a+c - True, <lcm - True
k=8 : a=35, b=360, c=325, length = 1440, b == a+c - True, <lcm - True
k=8 : a=38, b=360, c=322, length = 1440, b == a+c - True, <lcm - True
k=8 : a=42, b=360, c=318, length = 1440, b == a+c - True, <lcm - True
k=8 : a=45, b=360, c=315, length = 1440, b == a+c - True, <lcm - True
k=8 : a=49, b=360, c=311, length = 1440, b == a+c - True, <lcm - True
k=8 : a=52, b=360, c=308, length = 1440, b == a+c - True, <lcm - True
k=8 : a=56, b=360, c=304, length = 1440, b == a+c - True, <lcm - True
k=8 : a=59, b=360, c=301, length = 1440, b == a+c - True, <lcm - True
k=8 : a=63, b=360, c=297, length = 1440, b == a+c - True, <lcm - True
k=8 : a=66, b=360, c=294, length = 1440, b == a+c - True, <lcm - True
k=8 : a=70, b=360, c=290, length = 1440, b == a+c - True, <lcm - True
k=8 : a=73, b=360, c=287, length = 1440, b == a+c - True, <lcm - True
k=8 : a=77, b=360, c=283, length = 1440, b == a+c - True, <lcm - True
k=8 : a=80, b=360, c=280, length = 1440, b == a+c - True, <lcm - True
k=8 : a=84, b=360, c=276, length = 1440, b == a+c - True, <lcm - True
k=8 : a=87, b=360, c=273, length = 1440, b == a+c - True, <lcm - True
k=8 : a=91, b=360, c=269, length = 1440, b == a+c - True, <lcm - True
k=8 : a=94, b=360, c=266, length = 1440, b == a+c - True, <lcm - True
k=8 : a=98, b=360, c=262, length = 1440, b == a+c - True, <lcm - True
k=8 : a=101, b=360, c=259, length = 1440, b == a+c - True, <lcm - True
k=8 : a=105, b=360, c=255, length = 1440, b == a+c - True, <lcm - True
k=8 : a=108, b=360, c=252, length = 1440, b == a+c - True, <lcm - True
k=8 : a=112, b=360, c=248, length = 1440, b == a+c - True, <lcm - True
k=8 : a=115, b=360, c=245, length = 1440, b == a+c - True, <lcm - True
k=8 : a=119, b=360, c=241, length = 1440, b == a+c - True, <lcm - True
k=8 : a=122, b=360, c=238, length = 1440, b == a+c - True, <lcm - True
k=8 : a=126, b=360, c=234, length = 1440, b == a+c - True, <lcm - True
k=8 : a=129, b=360, c=231, length = 1440, b == a+c - True, <lcm - True
k=8 : a=133, b=360, c=227, length = 1440, b == a+c - True, <lcm - True
k=8 : a=136, b=360, c=224, length = 1440, b == a+c - True, <lcm - True
k=8 : a=140, b=360, c=220, length = 1440, b == a+c - True, <lcm - True
k=8 : a=143, b=360, c=217, length = 1440, b == a+c - True, <lcm - True
k=8 : a=147, b=360, c=213, length = 1440, b == a+c - True, <lcm - True
k=8 : a=150, b=360, c=210, length = 1440, b == a+c - True, <lcm - True
k=8 : a=154, b=360, c=206, length = 1440, b == a+c - True, <lcm - True
k=8 : a=157, b=360, c=203, length = 1440, b == a+c - True, <lcm - True
k=8 : a=161, b=360, c=199, length = 1440, b == a+c - True, <lcm - True
k=8 : a=164, b=360, c=196, length = 1440, b == a+c - True, <lcm - True
k=8 : a=168, b=360, c=192, length = 1440, b == a+c - True, <lcm - True
k=8 : a=171, b=360, c=189, length = 1440, b == a+c - True, <lcm - True
k=8 : a=175, b=360, c=185, length = 1440, b == a+c - True, <lcm - True
k=8 : a=178, b=360, c=182, length = 1440, b == a+c - True, <lcm - True
k=8 : a=182, b=360, c=178, length = 1440, b == a+c - True, <lcm - True
k=8 : a=185, b=360, c=175, length = 1440, b == a+c - True, <lcm - True
k=8 : a=189, b=360, c=171, length = 1440, b == a+c - True, <lcm - True
k=8 : a=192, b=360, c=168, length = 1440, b == a+c - True, <lcm - True
k=8 : a=196, b=360, c=164, length = 1440, b == a+c - True, <lcm - True
k=8 : a=199, b=360, c=161, length = 1440, b == a+c - True, <lcm - True
k=8 : a=203, b=360, c=157, length = 1440, b == a+c - True, <lcm - True
k=8 : a=206, b=360, c=154, length = 1440, b == a+c - True, <lcm - True
k=8 : a=210, b=360, c=150, length = 1440, b == a+c - True, <lcm - True
k=8 : a=213, b=360, c=147, length = 1440, b == a+c - True, <lcm - True
k=8 : a=217, b=360, c=143, length = 1440, b == a+c - True, <lcm - True
k=8 : a=220, b=360, c=140, length = 1440, b == a+c - True, <lcm - True
k=8 : a=224, b=360, c=136, length = 1440, b == a+c - True, <lcm - True
k=8 : a=227, b=360, c=133, length = 1440, b == a+c - True, <lcm - True
k=8 : a=231, b=360, c=129, length = 1440, b == a+c - True, <lcm - True
k=8 : a=234, b=360, c=126, length = 1440, b == a+c - True, <lcm - True
k=8 : a=238, b=360, c=122, length = 1440, b == a+c - True, <lcm - True
k=8 : a=241, b=360, c=119, length = 1440, b == a+c - True, <lcm - True
k=8 : a=245, b=360, c=115, length = 1440, b == a+c - True, <lcm - True
k=8 : a=248, b=360, c=112, length = 1440, b == a+c - True, <lcm - True
k=8 : a=252, b=360, c=108, length = 1440, b == a+c - True, <lcm - True
k=8 : a=255, b=360, c=105, length = 1440, b == a+c - True, <lcm - True
k=8 : a=259, b=360, c=101, length = 1440, b == a+c - True, <lcm - True
k=8 : a=262, b=360, c=98, length = 1440, b == a+c - True, <lcm - True
k=8 : a=266, b=360, c=94, length = 1440, b == a+c - True, <lcm - True
k=8 : a=269, b=360, c=91, length = 1440, b == a+c - True, <lcm - True
k=8 : a=273, b=360, c=87, length = 1440, b == a+c - True, <lcm - True
k=8 : a=276, b=360, c=84, length = 1440, b == a+c - True, <lcm - True
k=8 : a=280, b=360, c=80, length = 1440, b == a+c - True, <lcm - True
k=8 : a=283, b=360, c=77, length = 1440, b == a+c - True, <lcm - True
k=8 : a=287, b=360, c=73, length = 1440, b == a+c - True, <lcm - True
k=8 : a=290, b=360, c=70, length = 1440, b == a+c - True, <lcm - True
k=8 : a=294, b=360, c=66, length = 1440, b == a+c - True, <lcm - True
k=8 : a=297, b=360, c=63, length = 1440, b == a+c - True, <lcm - True
k=8 : a=301, b=360, c=59, length = 1440, b == a+c - True, <lcm - True
k=8 : a=304, b=360, c=56, length = 1440, b == a+c - True, <lcm - True
k=8 : a=308, b=360, c=52, length = 1440, b == a+c - True, <lcm - True
k=8 : a=311, b=360, c=49, length = 1440, b == a+c - True, <lcm - True
k=8 : a=315, b=360, c=45, length = 1440, b == a+c - True, <lcm - True
k=8 : a=318, b=360, c=42, length = 1440, b == a+c - True, <lcm - True
k=8 : a=322, b=360, c=38, length = 1440, b == a+c - True, <lcm - True
k=8 : a=325, b=360, c=35, length = 1440, b == a+c - True, <lcm - True
k=8 : a=329, b=360, c=31, length = 1440, b == a+c - True, <lcm - True
k=8 : a=332, b=360, c=28, length = 1440, b == a+c - True, <lcm - True
k=8 : a=336, b=360, c=24, length = 1440, b == a+c - True, <lcm - True
k=8 : a=339, b=360, c=21, length = 1440, b == a+c - True, <lcm - True
k=8 : a=343, b=360, c=17, length = 1440, b == a+c - True, <lcm - True
k=8 : a=346, b=360, c=14, length = 1440, b == a+c - True, <lcm - True
k=8 : a=350, b=360, c=10, length = 1440, b == a+c - True, <lcm - True
k=8 : a=353, b=360, c=7, length = 1440, b == a+c - True, <lcm - True
k=8 : a=357, b=360, c=3, length = 1440, b == a+c - True, <lcm - True
k=8 : a=4, b=364, c=360, length = 1456, b == a+c - True, <lcm - True
k=8 : a=60, b=364, c=304, length = 1456, b == a+c - True, <lcm - True
k=8 : a=64, b=364, c=300, length = 1456, b == a+c - True, <lcm - True
k=8 : a=120, b=364, c=244, length = 1456, b == a+c - True, <lcm - True
k=8 : a=124, b=364, c=240, length = 1456, b == a+c - True, <lcm - True
k=8 : a=180, b=364, c=184, length = 1456, b == a+c - True, <lcm - True
k=8 : a=184, b=364, c=180, length = 1456, b == a+c - True, <lcm - True
k=8 : a=240, b=364, c=124, length = 1456, b == a+c - True, <lcm - True
k=8 : a=244, b=364, c=120, length = 1456, b == a+c - True, <lcm - True
k=8 : a=300, b=364, c=64, length = 1456, b == a+c - True, <lcm - True
k=8 : a=304, b=364, c=60, length = 1456, b == a+c - True, <lcm - True
k=8 : a=360, b=364, c=4, length = 1456, b == a+c - True, <lcm - True
k=8 : a=120, b=365, c=245, length = 1460, b == a+c - True, <lcm - True
k=8 : a=245, b=365, c=120, length = 1460, b == a+c - True, <lcm - True
k=8 : a=30, b=366, c=336, length = 1464, b == a+c - True, <lcm - True
k=8 : a=126, b=366, c=240, length = 1464, b == a+c - True, <lcm - True
k=8 : a=240, b=366, c=126, length = 1464, b == a+c - True, <lcm - True
k=8 : a=336, b=366, c=30, length = 1464, b == a+c - True, <lcm - True
k=8 : a=7, b=367, c=360, length = 1468, b == a+c - True, <lcm - True
k=8 : a=360, b=367, c=7, length = 1468, b == a+c - True, <lcm - True
k=8 : a=60, b=368, c=308, length = 1472, b == a+c - True, <lcm - True
k=8 : a=308, b=368, c=60, length = 1472, b == a+c - True, <lcm - True
k=8 : a=11, b=371, c=360, length = 1484, b == a+c - True, <lcm - True
k=8 : a=120, b=371, c=251, length = 1484, b == a+c - True, <lcm - True
k=8 : a=131, b=371, c=240, length = 1484, b == a+c - True, <lcm - True
k=8 : a=240, b=371, c=131, length = 1484, b == a+c - True, <lcm - True
k=8 : a=251, b=371, c=120, length = 1484, b == a+c - True, <lcm - True
k=8 : a=360, b=371, c=11, length = 1484, b == a+c - True, <lcm - True
k=8 : a=120, b=372, c=252, length = 1488, b == a+c - True, <lcm - True
k=8 : a=252, b=372, c=120, length = 1488, b == a+c - True, <lcm - True
k=8 : a=133, b=373, c=240, length = 1492, b == a+c - True, <lcm - True
k=8 : a=240, b=373, c=133, length = 1492, b == a+c - True, <lcm - True
k=8 : a=14, b=374, c=360, length = 1496, b == a+c - True, <lcm - True
k=8 : a=360, b=374, c=14, length = 1496, b == a+c - True, <lcm - True
k=8 : a=180, b=376, c=196, length = 1504, b == a+c - True, <lcm - True
k=8 : a=196, b=376, c=180, length = 1504, b == a+c - True, <lcm - True
k=8 : a=18, b=378, c=360, length = 1512, b == a+c - True, <lcm - True
k=8 : a=48, b=378, c=330, length = 1512, b == a+c - True, <lcm - True
k=8 : a=90, b=378, c=288, length = 1512, b == a+c - True, <lcm - True
k=8 : a=120, b=378, c=258, length = 1512, b == a+c - True, <lcm - True
k=8 : a=138, b=378, c=240, length = 1512, b == a+c - True, <lcm - True
k=8 : a=168, b=378, c=210, length = 1512, b == a+c - True, <lcm - True
k=8 : a=210, b=378, c=168, length = 1512, b == a+c - True, <lcm - True
k=8 : a=240, b=378, c=138, length = 1512, b == a+c - True, <lcm - True
k=8 : a=258, b=378, c=120, length = 1512, b == a+c - True, <lcm - True
k=8 : a=288, b=378, c=90, length = 1512, b == a+c - True, <lcm - True
